,IS_DEFAULT
429,0
23362,0
29369,0
21013,0
12564,0
23881,0
27099,0
28777,0
11164,1
21890,0
9657,0
25651,0
18530,0
8515,0
5646,0
26570,0
11936,0
6791,0
11498,0
20285,0
14779,0
1517,1
8592,1
2074,0
19971,1
29242,0
27887,0
25353,0
7818,0
7490,0
27488,0
1362,1
25527,0
25693,0
17757,0
28162,0
23018,0
25537,0
2882,0
16788,0
16715,1
26536,0
5750,0
1992,0
22071,1
1973,0
28032,1
1451,1
12611,0
28347,0
29767,0
792,0
20531,0
302,0
19909,1
20904,1
18788,0
2059,0
6120,0
14124,1
1974,1
3888,0
162,0
17857,0
1799,0
12677,0
386,0
8498,0
12389,0
26196,0
16175,0
9937,0
19204,0
11854,0
25431,1
1858,0
26154,0
3991,1
14583,0
7284,0
26507,0
8390,0
29842,0
21417,1
7551,0
13052,0
8881,0
8721,1
10593,1
5024,0
3715,0
13257,0
25529,0
25059,0
1643,0
16102,0
1881,1
27876,0
21104,0
16164,0
27163,0
16092,1
21092,1
12759,0
26689,0
15365,0
11634,1
6871,1
24900,0
14046,0
7747,1
23146,1
9750,0
25277,0
21778,0
3613,0
17069,0
23590,0
10056,0
17367,0
27085,1
17468,0
26847,0
10892,0
1673,0
28953,0
2390,0
517,0
137,0
5453,1
13092,0
27999,1
16817,1
18666,0
16146,0
224,1
8191,0
22877,1
29727,1
17195,0
12299,0
17455,0
12992,1
3963,0
2807,0
24476,0
28091,0
26747,0
19492,0
9672,0
1273,0
23588,0
23597,1
29526,0
14539,0
16700,0
18001,0
1174,1
11911,0
103,1
4739,0
26696,0
11968,0
8728,0
25899,0
21257,1
2885,0
5941,0
24751,0
25190,0
10955,1
24371,0
22700,0
4029,0
29376,0
97,0
4129,1
27555,0
26125,1
13972,0
10288,0
21554,0
18570,0
3712,0
8687,0
14451,0
3946,0
5452,0
26540,0
23811,0
1561,0
5394,0
1720,0
9960,0
12383,0
28742,0
5689,0
22306,0
16513,0
24116,0
22738,0
1893,1
24517,0
7460,1
740,0
14013,0
20808,0
11727,0
27526,0
11562,0
22925,0
16114,0
13789,0
611,1
21445,1
7994,1
13221,0
8092,0
14872,0
8984,0
16197,1
2593,0
4076,1
2744,0
6662,1
21351,0
25309,0
23639,0
26753,1
13805,0
22030,0
5805,1
234,0
2014,1
15409,0
24929,0
7647,0
16456,0
9146,0
24585,0
8122,0
10645,0
17232,0
20316,0
19281,0
3295,0
12441,0
9616,0
6053,0
24665,1
16192,0
11089,0
16879,0
15697,0
6620,0
3388,0
20970,0
13321,1
18285,0
28814,0
23541,0
11320,0
4750,1
25424,0
23050,1
16329,0
3813,0
15859,0
15025,1
28433,0
11546,0
1556,0
25526,1
20473,0
17686,0
16925,1
7203,0
14330,1
11507,0
23990,1
17639,0
27979,0
1971,1
1717,1
28235,1
24608,0
29346,0
28523,0
16244,0
772,0
15311,1
12915,1
9246,1
19526,0
22653,0
11766,0
32,0
591,0
4957,0
9454,1
16815,0
1828,0
21580,0
22669,0
8567,1
24283,0
20312,0
17072,1
287,0
18520,0
5187,0
18278,1
21729,0
21333,0
13507,1
7692,0
18719,0
19320,0
3563,0
808,0
19872,0
25633,0
6553,1
242,0
22492,0
7892,1
7337,0
29365,0
19464,0
12224,0
19177,0
28007,0
12508,1
26017,0
21947,0
10030,0
22983,0
11534,0
10736,0
26102,0
6725,1
18643,0
26856,0
22275,0
22735,1
4924,0
9779,1
22472,0
4162,0
7350,0
23949,0
3954,0
22016,0
26553,0
22650,0
2428,1
26482,1
23152,0
19717,0
14578,0
14069,0
11763,0
29945,0
3386,0
17923,0
18614,0
11573,0
1423,0
4600,0
14044,0
10426,0
88,0
20169,0
5649,0
28802,0
29373,0
22531,1
7729,1
9604,0
10388,0
28057,0
29031,0
15065,0
25195,0
16552,0
17375,1
16138,0
8907,0
29306,0
13615,1
26984,0
29211,0
3160,0
29597,0
16699,1
24031,0
23999,1
16480,0
6958,1
25234,0
20887,0
10435,0
372,0
8082,0
25621,0
12337,1
13679,0
15060,0
24042,0
28986,0
465,1
23962,0
14730,0
3263,1
12492,0
18365,0
20902,1
21933,0
7495,0
5330,0
8168,0
10232,0
6116,1
8902,0
8609,0
22989,0
18404,0
5305,0
9051,0
29164,0
14646,0
23785,0
26887,0
14320,0
20451,0
29430,0
22286,1
22316,0
19195,0
23852,0
19226,0
11614,1
3602,0
4633,0
12590,1
2318,0
19393,0
7738,1
1760,0
26618,0
14311,0
12231,1
13142,0
28672,0
22058,0
17901,0
27312,0
7429,0
23874,1
25133,0
0,1
11827,0
14773,0
14508,0
29814,1
23073,1
29515,1
20154,1
7720,0
2071,0
29440,0
29144,1
29797,0
23465,0
23797,1
10119,0
4697,0
9971,0
8827,0
23669,0
11856,0
16277,1
25567,0
24139,0
19038,0
17269,1
15229,0
20672,1
11530,1
12842,0
23398,1
15121,0
18299,0
23469,0
17291,1
3447,0
5490,0
1848,0
19432,0
22156,1
23983,0
25417,0
19277,1
18402,0
107,0
24722,0
19949,0
20116,1
10401,1
11825,0
22656,0
19408,0
6964,1
3641,0
7084,0
14555,0
22478,0
22628,0
8053,0
16187,0
17400,1
19001,0
26978,0
2862,0
7172,0
19295,0
21803,0
12779,0
3322,0
8740,0
13022,1
13435,0
774,0
16766,0
5741,0
3914,0
20433,0
12934,0
1908,0
23257,0
11131,0
28042,0
19953,0
9498,0
22754,0
20825,1
27572,0
14453,0
11067,1
16506,0
5105,1
4768,0
9227,0
13141,0
12388,0
24980,0
25777,0
6421,0
21033,0
2695,0
28318,0
7523,1
11515,0
6434,0
21799,0
25736,0
7276,0
14266,0
12514,0
10713,0
26364,0
17831,1
10088,0
12517,0
1299,1
27463,0
18762,0
26973,0
4930,0
7224,1
20317,0
26578,0
10476,0
16223,1
17604,0
17642,0
7799,0
6128,0
7086,0
10154,0
16246,0
26967,0
23450,0
9598,1
1042,0
3884,0
27693,0
5386,1
26654,0
24633,1
1231,0
20689,0
3932,0
14336,1
5402,1
849,0
3147,0
28544,0
23720,0
22667,0
9711,0
16821,0
3299,0
21724,1
19476,0
25515,0
15428,0
9555,0
21434,0
14480,0
15461,1
25290,1
447,0
3788,0
10265,0
24944,1
18274,0
26998,0
17652,0
22179,0
11607,0
26138,0
5264,0
116,0
4628,1
23219,1
5900,0
19126,0
16862,0
5268,0
19941,0
17794,0
6623,0
25362,1
25641,0
21152,0
2837,0
28965,0
4717,0
1141,0
27785,1
20083,1
29168,0
16450,0
25544,0
10246,0
1632,0
19903,0
24255,0
16791,0
8446,1
29870,1
5384,1
26300,1
23932,1
20295,0
17741,0
3694,0
5555,1
22870,0
7981,0
17028,0
25241,0
28416,0
8228,0
13222,1
6817,0
11837,0
1017,1
18855,1
29152,1
14795,1
3269,1
16050,0
16778,0
9558,0
208,1
5859,0
24576,1
11212,0
25009,0
1910,1
16602,1
9381,0
23623,0
21946,0
4279,0
1002,0
1023,0
23589,0
18,0
15860,0
25618,0
8828,0
13534,0
19834,0
24418,0
23906,0
28255,1
5406,0
9887,0
8602,0
1513,1
25483,0
17962,0
5445,0
2647,0
6959,1
17330,0
8930,0
15347,0
16201,0
21902,0
28751,0
20351,1
20098,0
12808,0
14389,0
1712,1
4308,0
1389,0
2536,1
8434,0
16286,0
8709,0
24240,0
27949,0
25553,0
26845,1
5596,0
14473,0
17801,0
6233,0
14106,0
12685,0
15666,0
22555,0
11631,0
9484,0
23770,0
15911,0
22170,0
22370,0
18669,1
23249,0
23440,1
2824,1
9614,0
23547,0
8964,0
16079,1
3524,0
12325,0
2112,1
2755,1
10253,0
9307,1
3859,0
1708,0
21551,0
940,0
19056,1
7975,0
23727,1
27956,0
13001,0
5706,0
6040,0
410,1
16975,1
4136,0
4277,0
28945,0
26672,0
2833,0
3533,0
7757,0
28752,0
19688,0
15653,0
2525,0
18034,1
23325,0
6762,0
23752,0
752,1
9337,1
4057,0
3381,0
15176,0
7849,0
16315,0
10010,0
4448,0
25224,0
19326,0
15994,0
29507,1
9389,1
10975,0
29343,1
19359,0
22922,0
29506,0
28919,1
12608,1
8338,0
12005,0
24272,0
20806,1
2450,0
21045,0
14353,1
24582,0
10938,0
3397,0
17837,0
14360,0
25774,1
15455,0
2576,0
14245,0
9478,0
21323,0
22006,0
6876,0
7212,1
20673,0
10867,1
10143,1
28887,0
17826,0
1810,0
839,1
22822,1
1223,1
13355,0
16861,0
20114,0
22347,0
1763,0
23255,0
23201,0
2012,0
20247,0
5027,0
8910,0
27945,0
20692,1
16015,0
26612,0
15424,0
5517,0
21391,0
17779,0
14745,0
4746,0
22424,1
15004,0
20200,0
16872,1
7993,0
20891,0
12402,0
322,0
24016,0
22890,1
7598,0
13269,0
4990,1
3693,1
11619,0
12579,0
4987,0
2889,0
12511,1
20931,0
10553,0
22664,0
16509,1
6050,1
5320,0
12462,0
16302,0
23562,0
17963,0
9560,1
15218,0
25472,0
9021,0
12213,0
1261,1
7333,1
20738,0
16540,1
9141,1
2172,0
20920,0
661,1
3878,0
11971,0
13668,0
21527,0
14876,0
1041,1
9065,0
6685,0
11235,0
19184,0
24327,0
8572,1
2947,0
10581,0
19183,0
6878,0
13512,0
28123,0
22497,0
10469,1
10185,0
5505,0
1404,0
13226,1
12835,0
14459,0
24304,0
21486,0
1807,0
14116,0
8974,0
11455,1
20614,0
20432,0
24060,0
2910,0
26674,0
11120,0
4926,0
23612,0
3384,0
15997,0
25345,0
23863,1
1061,0
22463,0
18190,0
28964,0
8103,0
4272,1
19315,0
29083,1
29634,1
20824,0
2474,0
10572,0
3070,1
26018,0
29682,1
11355,0
22677,0
3896,0
24499,0
6608,0
15318,0
23650,0
21268,0
20269,0
3622,1
24473,0
659,0
21020,0
11277,1
3892,0
22215,0
14088,1
27038,0
22272,0
4992,0
3065,0
4130,0
19233,0
21725,0
6982,0
9416,0
11935,0
7281,0
1834,0
12668,0
21784,0
13360,0
26868,0
256,0
19523,0
16922,0
27170,1
22019,0
21658,0
29058,0
24668,0
20103,1
18502,1
9519,0
13934,0
6234,1
4696,0
13611,1
16802,1
15730,0
8879,0
19238,0
4409,0
9946,1
29449,0
28485,0
2961,1
8484,0
4338,0
12400,0
1285,0
15096,0
1783,0
26242,0
24805,1
1569,1
11080,0
18567,0
15877,0
16929,1
4194,0
20139,0
10618,0
26873,0
16916,0
26805,1
2464,1
29038,0
6604,0
14304,1
1478,1
25766,0
11066,0
516,0
20993,0
27738,0
17369,0
14639,0
5688,1
24346,0
15940,0
19465,0
23771,1
25455,0
23892,0
193,0
28525,0
8947,1
15591,0
4022,0
21415,0
25132,1
3816,0
26910,0
56,0
5932,0
13048,0
1648,0
25700,0
7078,1
26044,0
18245,0
25019,0
5332,0
20523,0
23525,0
8268,0
26780,0
1197,0
10674,0
2415,0
8175,1
18691,0
25054,0
15909,0
28972,0
5122,0
26424,1
10872,0
18119,0
25477,0
10123,0
21632,0
20578,0
26307,0
9902,0
4310,0
7896,1
767,0
25594,0
1307,0
16555,0
15266,0
16694,0
28554,0
4669,0
21536,0
4683,0
29247,0
15253,0
4747,0
10447,0
27123,0
14958,0
5010,0
2666,0
5183,0
24239,1
8138,0
29378,0
16405,0
16468,1
24689,0
13173,0
13914,1
4452,0
15051,1
29382,0
5301,0
10858,0
13691,0
16981,0
28840,0
5619,0
23813,0
7947,0
21642,0
6284,0
11675,0
6720,0
28904,0
12614,0
20262,0
698,0
28435,1
15445,1
13482,0
17658,0
19509,0
603,0
24543,0
12540,0
17500,0
14734,0
15619,0
26889,1
13623,0
6776,0
1177,0
22987,0
17912,0
1257,0
1304,0
2289,0
9161,1
28849,1
13469,1
9392,0
24696,0
4867,0
19134,0
25707,0
25790,0
2411,1
558,0
22278,0
3828,0
2714,0
5095,0
29188,0
9171,0
14775,0
7315,0
9320,0
20120,0
10299,0
4880,1
18130,0
28926,0
27115,0
27795,0
21858,0
14189,0
22240,0
492,0
26903,0
23577,0
12412,0
24515,0
22897,0
2134,0
4478,0
13638,0
22002,1
16492,0
19429,0
27554,1
3604,1
10894,0
27920,0
28995,1
1281,0
20649,0
16599,0
1875,0
4950,1
5708,1
4104,0
11085,0
23582,1
7686,0
8607,0
288,1
24610,0
16176,1
26765,0
23187,0
24026,0
26362,0
3549,1
1905,0
620,0
5533,0
1007,0
16586,1
18271,0
28161,0
13663,0
23606,0
24978,0
11697,1
3855,0
25018,0
14771,0
12044,0
21221,1
11251,1
19045,0
28823,0
14047,0
18557,0
13651,0
12410,0
23516,0
16647,0
7962,0
1278,0
7015,0
13441,0
12191,0
23591,0
16350,0
6828,0
23373,0
29379,0
13252,0
21109,0
7239,1
20044,0
6865,0
28723,0
25856,0
1393,0
9845,1
8966,1
12546,1
20626,0
20112,1
7569,0
24295,0
5237,0
20745,0
17696,0
283,0
1651,0
20110,1
29103,0
25945,0
13063,0
3426,0
8199,0
9687,0
28167,0
3513,0
12336,0
26960,0
8439,0
15433,0
15721,0
6477,0
7693,0
28629,0
12528,0
6884,0
20029,0
7614,0
9811,0
10925,0
13375,0
19814,0
20955,1
18862,0
18867,0
9851,1
278,0
12416,0
11214,0
29889,0
13309,0
17709,0
6825,1
23283,0
28447,0
3835,1
22905,0
11158,0
26134,0
29848,0
17701,1
5308,0
24130,0
6546,1
27476,0
5414,0
4773,0
25491,0
28574,1
10001,0
21601,0
6573,0
13940,1
29854,0
19159,0
1691,0
85,0
5159,1
3238,0
5809,0
22523,1
29442,0
4865,0
2310,0
29776,1
7732,0
8541,0
18967,0
15416,0
10920,0
22261,0
8675,0
10004,0
6524,1
6452,0
24252,0
26777,1
17842,0
21518,1
14495,0
26001,0
22784,0
24785,0
13753,0
8214,1
29758,0
14694,0
8944,0
24860,0
26495,0
16687,1
16099,0
10248,0
13853,1
20727,1
25136,1
10,0
24984,1
24589,0
24046,0
2808,0
8109,0
20661,1
14993,0
2199,1
29265,0
18177,0
28526,0
27388,0
1636,0
9411,0
26562,1
24732,1
27310,0
7087,1
26101,0
16217,0
29711,1
14662,1
16358,0
26888,1
16115,0
1199,0
22805,1
16485,0
588,0
11617,0
129,0
4110,0
29196,0
15044,0
29280,0
23734,0
4225,1
21793,1
649,0
8376,0
17260,0
26315,1
17131,0
17748,1
16211,1
16661,0
26629,0
14652,0
18994,0
20237,1
20306,0
7063,0
8302,1
25959,0
675,1
7161,0
10662,0
786,0
23327,0
17725,1
5578,0
19518,0
3818,1
13191,0
6586,0
16630,0
2063,1
4412,0
26834,0
18242,0
14369,1
384,0
27827,0
2147,1
15457,0
565,0
7133,1
24156,0
18209,0
28345,0
16739,0
22525,0
16136,1
18848,0
18936,0
28623,0
21686,0
1459,0
14783,0
16803,0
8533,0
26384,1
19602,0
24617,0
707,0
5367,0
29559,0
15389,1
2649,1
4327,0
13904,0
15674,0
25416,0
25585,0
3820,0
8666,0
884,1
10922,0
20037,0
4983,1
9874,1
13497,0
22158,0
21510,0
26704,1
28374,1
28145,0
22202,0
18641,1
14347,0
1586,0
9113,0
27909,1
556,0
153,0
4687,0
2061,0
14550,0
1903,0
28259,1
21481,0
11811,0
6617,1
8864,0
11672,0
1256,0
22918,0
1133,0
19148,0
13562,1
23034,0
24040,0
10008,0
10704,0
1814,0
6946,0
7105,0
20257,0
27191,1
20580,1
13017,1
365,0
27636,0
19783,0
20268,0
24010,0
20085,0
21980,0
2157,0
717,1
3208,0
26959,0
14404,0
22788,0
23037,0
7894,0
4091,0
19781,0
11781,0
12551,0
1040,0
5071,0
29148,1
3055,0
27095,0
1365,0
23651,0
4563,0
26155,0
27546,0
16212,1
10438,0
17208,0
20983,1
9388,0
19142,0
21279,0
13456,1
24399,0
19424,0
28739,0
1630,0
22563,0
15956,0
14706,0
18720,0
7519,0
20908,0
5906,0
20251,0
6518,0
10684,0
5643,1
15852,0
29472,0
7463,1
19202,0
3978,0
1073,0
20347,1
671,1
22180,0
13927,0
4331,0
21476,1
27181,0
23947,1
21606,0
10083,0
6356,0
20953,0
18336,1
20004,0
6173,1
28112,0
12672,0
10614,0
13900,0
26430,1
22258,0
13392,1
22426,0
28755,0
17987,1
6103,0
22717,0
5597,0
25382,0
8213,0
13214,0
15899,0
11528,0
23834,0
7632,0
13315,1
7053,0
19053,0
28649,0
14444,0
13272,0
12098,0
13168,0
24365,0
13755,0
5482,0
6841,1
11096,0
4984,0
29367,0
9481,0
8624,1
7761,0
18302,0
3021,0
11493,0
27283,0
15863,1
7513,0
18088,1
22825,0
19241,0
16920,1
14381,0
18785,0
10256,0
3317,1
2802,0
27578,0
930,0
16220,0
8159,0
13166,0
7305,0
16995,1
25962,0
24296,0
11247,0
4778,0
9916,0
10403,1
12262,0
5598,1
16209,0
26174,0
10092,1
6275,0
26533,0
11661,0
28276,0
23491,0
18940,0
25619,0
19371,0
27878,0
18528,0
10497,0
29377,0
19940,0
25965,0
28915,1
111,0
27842,0
14757,1
881,1
15015,0
28789,0
951,0
5337,0
11094,0
9629,0
28073,1
11880,0
6516,1
26079,0
26272,0
5830,0
22061,1
15095,0
6966,0
24992,1
28850,0
22409,0
27296,1
110,0
1405,1
27897,0
17445,0
27393,1
8373,0
14035,0
18183,0
4546,0
29040,0
29815,0
3895,0
20348,0
7366,0
9330,1
23665,0
7848,0
11765,0
19578,0
23448,1
6961,0
5309,0
25541,0
13606,0
9185,0
27881,0
7361,0
24780,0
12443,1
12189,1
21964,0
12281,0
20492,0
13787,0
10989,0
24089,0
18117,0
6426,1
14672,0
4512,0
21616,1
3407,0
13320,1
12966,0
827,0
11809,0
14210,0
27545,0
9261,0
20460,0
20000,0
6756,0
16276,1
15850,1
28791,0
25407,0
640,0
9297,0
12173,0
1434,0
2377,1
3372,0
21843,0
16296,0
11423,0
22357,0
11606,0
5783,1
1336,1
29714,1
15475,0
23611,0
11230,0
14681,1
7959,0
23978,1
20648,0
26826,0
18158,0
13474,0
21741,1
24053,0
6743,0
14269,0
4638,0
19608,0
24701,1
4916,0
2215,0
13958,1
19218,1
22942,0
9829,0
29918,0
29952,0
25747,0
19725,0
18474,0
28539,0
20197,1
8114,0
7095,0
13635,0
29025,0
8573,0
24065,0
28482,0
9661,1
4711,0
26230,0
22296,0
6031,1
9179,0
4249,0
2469,1
25291,0
9790,0
26471,0
7873,0
18740,0
3287,0
21331,0
17200,1
22389,1
23831,0
6147,1
20541,0
27957,0
15659,0
6346,0
28106,0
1287,0
24368,1
7782,0
2437,0
9105,0
18132,0
7097,0
3794,0
16199,0
13918,0
25652,0
24878,1
1822,0
22508,0
24228,0
29030,0
10356,0
14742,0
1018,0
12819,0
11330,0
26003,0
8990,0
28779,0
24507,1
29277,0
15848,0
1248,0
24285,0
20376,0
21684,0
14853,0
413,1
18845,0
22680,0
8306,0
10107,0
28301,0
14966,1
15785,0
25454,0
1214,0
29341,0
27682,1
17787,0
5665,0
6595,0
14075,1
11642,1
679,0
1769,1
9954,0
8318,0
3669,0
14496,0
26073,0
11383,0
23496,1
1515,0
27484,0
9496,0
26132,0
19525,0
19356,0
2120,0
4090,1
20590,0
21078,0
16495,1
7752,0
1356,0
23511,0
14100,0
29880,0
24843,1
10929,1
25674,0
15011,0
15513,0
12692,0
27830,1
21128,1
7502,0
17271,1
21458,0
12043,0
25265,0
19690,0
25367,0
27468,0
2956,0
20061,0
6486,0
29132,0
17994,0
24740,0
15735,0
28908,0
15007,0
6431,0
21556,0
14613,0
28019,0
19993,1
29340,0
4198,0
25242,0
5241,0
23313,0
22869,0
23817,0
23527,0
26607,0
26678,0
29523,1
11377,0
22786,0
19488,0
22592,0
8012,0
26349,0
8911,1
26705,0
27998,0
18047,0
26885,0
22121,0
29200,0
8115,0
22459,0
26648,0
5089,0
16972,0
3780,0
3542,0
28118,0
4976,0
15608,0
12226,0
3391,0
22946,0
26528,0
4026,0
27708,0
17302,1
24947,1
11795,1
18125,1
21832,0
19049,0
9007,0
28809,1
9487,1
29443,0
17128,0
29771,1
24485,0
4945,0
21805,0
15981,0
27720,0
24799,0
27055,0
13439,0
17095,0
28918,0
17340,0
23657,0
22372,0
10014,0
8164,0
26038,0
2896,0
10703,1
28313,0
16953,0
13728,0
29741,1
24167,0
2699,0
11673,0
6387,0
9894,0
11415,0
27155,0
2587,0
28761,0
10002,1
16786,0
1435,1
26055,0
915,0
12531,0
8152,0
16800,1
18077,0
18470,0
3747,0
24039,0
16811,0
24112,0
28877,1
19839,1
9633,0
8648,1
20677,1
17201,0
16893,0
25021,1
24836,0
14452,0
6833,1
27778,0
18745,0
20596,0
25837,0
21472,0
8688,0
15059,0
143,0
23699,0
1655,0
17852,0
22631,0
10624,0
19478,0
27180,0
3345,1
23078,0
5428,0
20758,0
28487,0
7845,0
28249,0
17969,0
23041,1
5504,0
9990,0
2275,0
17081,0
748,1
11079,0
17824,0
3441,1
8814,1
8954,0
27880,0
27519,1
12826,0
25035,0
24851,1
3681,0
21431,1
13162,0
22311,0
7393,0
5092,0
4230,0
24222,0
24338,0
1489,1
13519,0
8492,0
16287,1
23100,0
27820,0
9042,0
17989,0
29600,0
4879,0
741,0
23987,0
9655,1
17258,0
405,0
20616,0
3831,1
17133,1
18012,0
29838,0
11956,1
16734,0
20876,0
14479,0
25709,0
5964,0
8362,1
5778,0
18969,1
810,0
5553,0
14398,1
17913,1
23486,1
18244,1
24486,0
11844,0
22606,0
28879,1
2165,0
10795,1
19620,0
11275,1
11174,0
11916,0
28265,0
18507,0
6935,0
4457,0
23299,0
17303,1
25376,0
26199,0
7004,0
6190,0
22380,0
25661,0
4485,0
12909,0
6900,0
11295,1
20826,0
8350,0
12198,1
28759,0
17409,0
29129,1
14827,1
3860,1
1739,0
6069,1
25364,0
29414,1
9302,0
13328,0
6864,0
4943,1
29182,1
2995,1
3296,0
10595,0
16105,0
8504,0
22239,0
12846,0
25046,0
10255,0
3865,1
10243,0
28417,0
28401,0
15464,0
9767,0
1134,0
5984,1
264,0
21110,0
29091,0
22955,0
22014,0
15577,0
6217,0
13131,1
23791,1
4,0
21348,0
26907,1
2927,0
8996,1
26865,0
1549,0
5820,0
1332,1
16666,0
5949,0
3380,0
5589,0
14331,0
18019,0
8078,0
19932,0
2315,0
17539,0
10346,1
8367,0
27046,1
1480,0
12890,1
28548,0
8093,0
8767,1
14935,0
4762,0
21346,0
23211,0
25966,0
8418,0
29084,0
15138,0
29217,1
10577,0
2064,0
29177,0
3095,0
8445,0
9746,0
9517,0
4682,0
1989,0
13462,1
29544,1
28353,0
14170,1
23149,0
2869,0
19419,1
6601,0
11525,0
14137,0
21329,0
27052,0
14372,0
15344,0
8714,0
11223,1
23311,0
28813,0
28617,0
11630,0
27868,0
23604,0
18896,0
4847,0
10837,0
5823,0
16697,0
24254,0
10687,0
6323,0
16754,0
19390,0
9048,1
10843,1
25996,0
21898,0
24703,0
8096,0
2941,1
15900,0
20521,0
23981,0
738,0
21174,0
847,1
17614,0
12784,0
20792,0
13827,0
5279,1
27054,0
26355,0
29104,0
10406,0
14858,1
11459,0
6289,1
4505,0
7622,1
29323,1
10077,0
12478,0
5925,1
12548,1
1833,0
4231,0
8413,1
12249,0
4423,0
20165,0
2779,1
27716,0
23847,0
17605,1
6621,0
12287,0
7126,1
16186,0
23594,0
795,0
17432,1
1097,0
2262,0
19331,0
722,0
16897,0
10165,0
604,0
25377,0
6787,0
27644,1
12980,0
24322,0
62,1
19792,0
16545,0
3760,0
23461,0
11393,0
2989,1
1117,0
14267,0
17936,0
27835,0
23230,0
23513,0
15639,0
451,1
14042,0
29278,1
9256,0
15904,1
29949,0
15939,0
21759,0
29483,1
29060,0
5214,0
71,1
22491,0
27250,0
6568,0
22654,0
27535,0
3460,0
18080,0
18731,0
2031,0
3491,0
17796,1
18263,0
14070,0
16795,1
14509,1
5052,0
6472,0
15738,0
12457,0
11601,0
1600,0
23173,0
11877,0
18982,0
17353,0
28495,0
27360,1
13232,0
23079,1
15941,0
14200,0
7138,0
9086,0
27807,0
1677,0
24657,1
28744,0
16903,0
16971,0
27446,0
21786,1
10774,0
8212,0
29546,1
6237,1
29204,1
25797,0
18813,0
18944,1
25282,0
7222,0
28923,0
6853,1
3,0
13756,1
5566,0
27209,0
9455,0
6509,0
9976,0
7910,0
29053,0
28124,0
1892,0
24955,0
6324,1
10830,0
9848,0
29765,0
24164,0
11608,1
26310,0
29042,1
28569,0
20639,1
25793,0
4688,1
373,0
11820,1
2719,0
28859,0
22353,0
23090,0
24875,0
1613,1
16412,0
15022,0
1944,1
13186,0
4845,0
3243,0
21258,0
13228,0
25579,0
13368,0
18369,1
27994,0
1326,0
29819,1
13817,0
21423,0
6359,0
3580,0
26262,0
23955,0
4721,0
11371,0
5651,0
9083,1
10757,0
1163,0
2466,0
11767,0
5940,0
25789,0
12745,0
875,0
25164,0
19785,1
11862,0
27952,0
29416,0
28993,1
8188,0
9101,1
16458,0
8112,1
16770,1
11250,0
11946,0
4307,0
27051,0
11898,0
28026,0
21919,1
11263,1
2606,1
28644,0
13850,0
19597,0
6163,1
20273,0
21373,0
22069,0
18781,0
14011,0
3141,0
21358,1
5605,0
3291,0
19955,0
12473,0
12413,0
24840,0
6527,0
4991,0
11187,0
27061,0
12110,0
27735,0
22077,0
9572,0
9476,0
12168,0
19992,0
15077,1
17206,1
1563,0
14063,1
2716,0
8085,1
21349,0
16208,0
25724,0
3996,0
3778,0
1859,0
24339,0
22972,0
10133,1
2860,1
11322,0
18580,0
25444,1
19765,0
6660,0
1320,0
12627,0
16041,0
10132,1
4258,1
25831,0
13576,0
25817,0
8706,0
4796,0
23005,0
11026,1
27798,0
29487,1
20301,1
12243,0
6034,0
27154,0
23333,1
7881,0
25426,0
10852,1
17536,0
21977,0
7731,1
3234,1
27118,0
11309,0
13883,0
1440,0
16983,0
2816,1
24341,0
10285,0
14161,0
15496,0
23705,0
28093,0
27255,0
3259,0
5322,0
17440,0
15400,0
23281,0
29092,0
28699,0
9922,0
15926,0
7484,0
528,0
28674,0
27988,0
19776,0
24248,0
9603,1
27044,0
12354,0
13726,0
27661,1
28912,0
16326,1
1849,1
14630,0
26198,0
29413,0
3517,0
4217,0
19963,0
9363,0
6694,0
8014,1
4532,0
21469,0
7329,0
25463,0
1968,1
22933,0
5868,1
28429,1
1150,0
28720,0
7039,0
18640,0
19795,0
1877,0
12120,0
21983,0
28387,0
28432,0
3601,0
19898,0
14313,0
28642,0
660,0
26743,0
23484,0
15961,1
14358,1
9441,0
14698,1
11155,0
17513,0
22642,0
19787,0
15169,0
89,0
28955,0
18354,0
10672,0
19829,1
13169,1
9781,1
21849,0
11772,1
19349,0
18521,0
2599,1
2923,0
5311,0
12628,0
9865,0
22947,1
17035,1
9875,0
12647,0
27179,0
25686,0
15202,0
4073,0
27291,0
22127,0
6378,0
4840,0
2457,0
19430,0
21178,0
16002,0
13136,1
3341,0
27266,0
13078,0
7316,0
21515,1
28376,0
15778,0
10365,0
471,0
22861,1
4951,0
23454,0
6687,0
15706,1
6122,0
13554,0
8073,0
27963,0
8334,1
4516,1
28022,0
28824,0
22589,0
18215,0
14312,0
18261,0
5579,0
15971,1
3359,0
21186,0
1456,0
25243,0
542,1
22993,0
7683,1
10805,0
26809,0
27184,1
29054,0
28980,0
14748,0
20194,0
9859,1
14769,1
1623,0
15336,0
16871,0
29678,0
9871,0
5735,0
7450,1
21985,0
28261,0
25064,0
291,1
19309,0
16449,1
14606,0
27638,1
20929,0
9262,0
23809,0
6297,0
3666,0
29118,1
27665,0
16877,1
22624,0
23780,0
15808,0
23304,0
4232,0
26229,0
18360,0
22671,0
8938,1
15131,1
18544,0
19313,0
6890,1
5034,0
4302,0
1020,0
11189,0
21060,0
2787,0
19766,1
26759,0
7667,1
21790,0
21659,0
28319,1
19513,0
10772,0
25951,0
27276,0
18342,0
18595,0
9460,0
27767,0
16569,0
12009,0
21096,0
3937,0
9952,0
26514,0
16984,0
17357,0
