,EAD
2160,7321.301
3639,910.408
24792,528.829
1213,1973.987
23565,394.661
14084,114.514
15829,71.796
14687,2783.552
21037,1533.074
27401,65.007
15583,14218.212
27912,1327.575
26039,1327.265
10637,1160.733
22332,8062.356
16258,497.736
10120,1952.566
6928,134.261
18601,1360.218
28832,46.159
27235,2202.581
5982,1979.195
11314,173.011
1183,6021.471
29900,1493.797
11209,481.089
23718,2600.528
26659,881.516
16261,291.028
3607,6565.025
23428,784.2379999999999
15104,0.0
13641,275.838
7328,7995.519999999999
2588,1896.859
6111,535.091
27043,294.531
1856,55.304
27736,113.026
23858,87.017
3327,4547.7
27859,2065.22
475,843.169
19677,1985.519
1798,658.781
2186,743.318
7111,2683.05
14612,1032.269
4399,0.0
8894,9.021
10364,1903.276
18468,1497.114
10111,0.0
4201,34.844
18094,293.384
29533,1408.082
11892,215.574
28831,64.48
19831,22.816
27340,585.621
19155,14.756
22999,1047.614
598,2456.533
6282,2604.434
21939,1464.874
10749,426.312
4578,5489.728
4085,6447.845
8834,72.54
22072,1079.358
13571,527.31
26163,2265.945
23712,8807.968
4328,0.0
21607,406.658
27726,1821.467
16765,8671.041
46,434.868
6691,41.912
2386,1395.651
1028,-0.155
16483,3631.96
13784,569.067
20554,0.0
15688,5818.638
27303,4723.625
710,548.111
28355,0.0
20220,578.212
10601,838.891
18292,524.861
2321,1574.087
6,11406.915
10808,304.699
105,172.98
13194,276.675
15576,6945.271
6819,3489.887
2852,508.586
3223,4095.41
27816,558.775
23474,1877.298
22524,20.367
5543,847.261
17164,38.502
8068,26.66
21494,2818.799
10927,0.0
13807,4057.094
18772,501.766
25041,619.318
17656,5987.216
19290,729.306
1853,498.883
28566,30.69
27008,-15.779
19729,10.664
5796,62.155
29257,1538.964
3797,238.018
27942,583.327
27787,129.673
13794,1525.82
600,725.276
1016,68.138
5419,1626.136
25302,3291.084
4758,-20.243
22066,6435.383
6489,1897.82
24077,3817.588
16463,215.419
91,233.244
10781,1195.391
29199,0.0
9667,259.594
11784,737.8
21859,895.032
8387,0.0
22274,10113.409
20253,1522.565
5690,87.513
8787,87.42
21752,4354.973
9588,906.812
23408,16.461
7608,5331.194
18026,894.474
27332,1055.612
13160,4116.707
29067,1521.108
18579,131.502
23139,5666.397
6246,1081.001
13777,1006.353
7771,0.0
1804,320.85
11123,1357.521
27874,210.18
7625,10.075
3823,20.212
19920,0.0
22659,-0.031
23209,3555.39
23735,1509.793
14324,69.378
14619,650.876
17249,1571.576
10725,5261.754
5090,549.258
21667,719.975
26991,3863.127
17194,1055.364
18065,8082.723
8339,858.793
3923,3107.812
1988,1216.316
21501,1639.931
16154,535.897
7739,1566.647
18864,1405.726
10762,1531.431
12907,14.663
13750,3708.003
25843,0.0
19192,740.528
25218,1938.616
5150,4241.079
25203,3514.935
20549,307.768
19105,697.934
2506,222.766
15174,136.958
27696,24.118
22182,1340.533
12731,960.535
9803,180.11
16100,4808.844
16577,1498.416
18863,1392.272
5222,1558.122
5328,1482.978
29034,907.091
17153,555.551
23701,8025.434999999999
3627,1216.099
21565,36.425
4497,214.737
20068,2478.977
24234,3314.117
9403,258.075
16985,-5.239
13538,1378.756
22847,367.288
27892,65.937
18522,883.717
5883,377.766
24052,2302.339
5608,4892.358
7810,373.364
23213,1936.694
23926,5741.882
12687,6022.711
23744,1341.463
2190,0.0
15375,1278.471
10643,88.598
7915,103.881
23677,4526.558
2065,0.0
16839,603.663
22638,37.448
23147,339.202
20795,342.953
2104,476.873
13734,72.726
16500,329.158
19734,13.547
11011,4839.038
12250,-0.62
24260,0.0
5383,33.449
16864,6771.485
6894,4148.575
25325,74.55499999999999
25946,8.184
11397,1144.024
19469,3753.976
357,6023.734
28147,1367.255
27185,34.441
9854,3292.913
11985,10754.737
1800,24.056
29395,1402.843
27851,194.246
3989,4281.193
11903,48.143
7641,1389.42
23829,0.0
17707,0.0
20010,16.957
14386,1147.093
19131,1966.082
9992,24.18
16816,3634.905
276,5.301
15194,3.1
3749,44.268
20873,3182.026
13127,15.376
1155,271.56
2741,0.0
29680,77.438
12913,848.47
25061,0.0
24120,1025.387
20804,55.8
633,0.0
8901,1656.857
3250,1466.641
29839,1902.718
18320,1680.696
22569,1920.047
8023,3432.072
21355,3350.325
28241,2000.027
16159,829.994
4316,868.434
21461,437.658
4500,140.244
4241,45.663
23540,10.23
28437,175.336
18552,0.0
4647,1210.023
2048,1327.42
25327,33.914
9966,62.589
8748,495.721
26670,313.1
16112,508.803
27251,1376.741
27911,0.0
26583,2817.528
14115,2690.397
3170,2804.477
7455,5318.515
29192,520.614
29057,-0.868
21446,589.186
3618,508.834
7755,194.37
26685,34.007
16927,8010.307
3594,6491.276
13007,1475.538
24491,3012.983
3766,10486.432
10407,-43.4
26951,5198.235
13621,2194.18
719,1400.394
29043,4772.481
18773,688.975
24421,9.238
29783,3033.071
13055,1400.053
22475,-46.314
11579,80.569
7214,0.0
26205,3759.68
17791,5242.286
16088,1079.141
20565,1617.425
9291,4061.806
2358,8572.616
21511,2399.648
4522,34.41
12239,33.232
24676,7.409
12316,578.088
14220,-0.093
17728,19.592
17882,99.262
4853,1506.135
23638,440.882
28279,577.871
29571,533.944
29013,8456.769
22110,3123.932
14936,1186.432
1493,386.198
23410,327.329
15991,3913.781
5289,1001.827
8460,2299.487
27847,4170.275
1679,904.766
10224,4088.187
18665,229.307
23972,12.09
27302,593.061
5769,492.156
15392,105.028
10330,550.932
4663,5069.399
13405,163.897
555,1173.35
4314,207.39
9099,5622.935
20679,1546.218
48,694.431
28860,5.27
2836,621.674
1012,922.157
24847,2060.57
27293,0.0
16370,16.616
12368,2638.689
14187,22.94
23350,1410.934
18835,-18.662
19768,4178.707
21215,0.0
10392,0.0
15478,0.0
29364,143.778
22015,3679.545
13201,342.085
19914,1440.508
15035,753.207
28898,6294.395
7916,312.635
17310,4934.084
4286,166.253
980,1980.993
3540,1707.604
22034,1554.588
17909,8768.319
24521,687.828
29015,1811.516
17236,2455.696
14287,8813.238
26095,1194.74
19412,4715.782
10512,228.873
26836,4607.344
20071,623.348
644,914.283
3477,338.985
7346,2779.77
11652,1856.435
29859,4115.56
11990,1558.711
19515,59.489
10861,1839.261
14667,1303.519
14767,3309.715
20868,7107.711
1816,0.0
20867,4665.283
16033,4881.043
18975,2972.59
26663,1517.946
27327,5073.925
17397,368.776
6202,3352.867
15757,0.0
24257,2128.708
13608,1790.901
22991,1796.946
5847,5044.754
28043,1134.011
14378,6.541
16379,104.129
11723,741.055
28874,1291.367
28585,2837.058
21846,2043.644
1545,102.703
27797,7071.999
24443,2425.409
10798,456.568
24505,4781.998
14033,34.069
3621,562.185
16882,1430.154
7096,3376.644
20074,1910.158
3857,-0.031
15472,614.761
25187,553.319
11598,10.106
21746,1991.192
27832,488.777
11705,3763.4
27272,493.551
1414,874.386
950,399.807
26207,3.813
19537,62.0
23229,9.424
19593,1948.722
24596,231.632
15642,249.55
18977,1251.408
21386,921.568
16078,24.056
5199,6777.747
1770,23.25
26023,22.692
7898,74.524
11644,-28.365
25014,60.016
25293,1059.673
16534,3116.864
15013,614.327
15380,5817.119
28350,257.796
24450,287.928
23029,68.727
2086,1364.062
11580,0.0
10882,897.636
12034,852.5
5549,493.489
6741,1258.724
28949,314.185
24424,959.636
5375,336.009
12380,823.05
23429,4345.549
28181,362.824
25760,626.944
3062,1354.235
26240,1421.598
17908,2537.009
6569,302.808
26108,30.814
18000,4815.602
297,4439.975
28532,154.721
10638,1549.876
22914,1027.557
5914,549.413
20788,466.674
8444,5956.092
22591,659.494
11194,655.619
21533,1438.493
22232,465.0
20192,554.621
29225,639.716
10149,203.949
29625,1543.242
12057,139.593
12386,928.915
4019,1543.738
23353,0.0
17395,1016.862
5613,411.804
7259,1707.046
24678,2860.928
28486,5874.19
11024,536.672
8142,414.129
16353,3.193
25657,8822.073
6419,916.019
19346,99.913
7627,930.403
6965,0.0
23222,197.439
19136,7236.577999999999
24245,864.807
13287,574.647
8653,0.0
21298,1437.222
2077,210.056
19659,10357.875
26523,20244.922
829,649.264
27284,452.228
20543,1437.935
14507,1356.219
14728,1738.108
10368,2129.359
22908,5978.66
16603,308.047
24575,2085.184
10415,426.746
26949,21.886
18153,528.302
22600,881.857
18671,496.93
19798,2928.601
25964,1393.388
27914,935.363
13090,-0.992
21216,1558.711
11965,4.371
19631,0.0
12167,48.577
24066,2616.524
25006,329.933
24422,3233.92
12060,546.034
26793,0.0
6349,773.357
21612,208.134
11151,300.855
296,52.266
3034,0.0
19163,219.976
23112,944.601
22109,2923.641
895,3.1
7332,27.218
7308,256.587
1562,3349.023
11436,93.465
21610,401.574
8084,58.621
5975,3088.437
10605,513.639
26225,52.08
25923,275.032
1642,546.716
16345,524.985
2183,1471.074
18728,2325.0
20199,58.59
16227,331.731
2272,-10.075
23786,200.198
12024,-0.558
12830,3571.386
12885,3052.539
1735,4074.826
70,24.18
27508,1181.441
4149,5980.21
20811,595.045
12609,559.705
14641,36.332
16582,19.189
2623,97.216
14004,1066.09
18146,80.228
4607,4701.739
8960,1066.865
17030,1450.8
16891,321.78
23316,569.098
2188,572.601
10475,826.739
5680,786.439
21827,810.681
12453,420.732
29699,195.951
19114,1525.572
6799,817.78
18955,3961.366
10970,1535.43
7433,780.146
114,589.465
23443,5.859
27848,1846.98
18344,386.756
23789,11125.776
12448,0.0
24797,94.736
24308,20.801
25870,-0.217
371,3.069
15613,0.0
5915,37.417
24902,5117.79
28564,10.757
7472,90.148
2866,1410.097
10853,0.0
1685,44.733
5621,0.0
10015,2198.21
27309,4240.738
4063,818.741
24773,419.864
4212,169.198
25360,158.658
16835,2039.211
28240,12.09
976,191.394
14429,169.787
7392,0.0
6613,876.99
29886,14531.219
4790,557.194
22808,1521.48
4906,-0.899
8995,50.499
26317,561.875
12052,7536.534
12598,132.122
21012,242.761
27344,197.873
10874,7838.66
21783,145.855
1279,-6.2
5064,330.398
19474,4039.424
17565,1906.81
21498,1732.652
13408,342.798
14720,2904.7
27430,12.276
10085,5695.258
22379,763.685
14893,3919.02
22351,28.923
5991,12.059
19770,153.667
20501,315.611
21618,766.599
2282,1466.61
1571,277.977
12001,531.557
22361,0.0
353,2388.767
12566,0.992
12507,2761.108
3748,582.056
5381,517.328
5069,0.0
22532,1704.566
544,382.509
24745,1859.969
16942,60.636
3427,-27.094
23642,1946.025
10125,4169.593
5157,43.896
8815,901.883
14581,554.807
26486,136.896
27162,692.354
12697,301.041
21929,12.648
21909,114.886
11340,369.706
8344,165.044
20357,227.137
25800,79.794
3683,4029.876
28913,0.0
8267,335.854
13410,576.538
18259,11.16
24124,12474.276
9846,556.45
27968,10.075
4004,330.615
24360,473.556
19065,115.94
29441,3969.116
13395,-2.604
29120,3772.979
14064,577.375
7708,3013.076
16347,5189.989
21991,2246.384
23217,128.061
9106,583.73
10190,913.353
1112,2608.588
2146,406.627
14461,77.5
14316,1204.102
10470,1231.568
10361,9.796
17902,1178.713
7504,4162.432
15215,1804.324
21506,41.23
7141,760.244
14524,18.91
3913,3997.357
17995,2687.669
10741,70.029
28212,651.093
10359,0.0
19873,2595.289
2811,609.894
27869,184.977
130,124.0
27601,596.502
13487,6354.504
26519,75.423
18769,102.455
15590,44.733
26643,583.978
27027,402.225
8612,58.156
5726,92.659
4621,1620.06
14751,626.355
21016,100.595
26750,1013.824
22859,92.814
4850,893.761
11184,0.0
17600,6619.275
22812,2051.983
12676,1461.092
15447,1028.828
11369,72.633
3042,1402.781
12838,2968.963
27243,3924.569
17385,2067.731
26283,466.147
23372,1112.032
4069,128.867
24465,299.522
11513,2476.869
9467,5223.996
28546,2136.21
2828,-7.037
1750,7539.076
4619,169.632
14114,21.576
13714,254.975
9567,84.537
19450,1435.889
9206,2001.825
13541,883.004
28342,985.366
19263,84.537
18760,601.71
16508,463.822
19036,3040.914
3452,78.182
20102,1422.156
19674,5436.253
17581,1262.878
27282,358.081
3728,3.1
3906,388.027
25210,48.732
20368,942.121
20289,317.192
15836,2122.322
24292,8431.194
25697,12.09
8949,1401.386
9812,1137.576
23246,1817.809
21222,7309.769
27862,115.692
9649,716.131
133,7049.059
29777,85.343
2278,0.0
26567,3051.33
16873,1547.396
27698,0.0
958,137.609
17764,144.584
4388,-5.921
21093,10.106
26026,5230.289
27517,1247.657
26675,1471.012
8449,4191.665
5119,13.826
18208,414.78
29191,311.271
21916,4224.556
25490,598.579
1400,643.405
7354,430.311
20729,967.107
4882,543.306
1767,934.309
28836,1572.32
20013,531.96
21821,599.106
11084,1666.033
19813,1145.636
9550,7914.827
22817,1168.731
13463,2591.383
12260,164.548
18990,1367.379
9673,835.388
19422,2290.962
11242,0.0
10849,65.906
19524,173.476
29586,601.307
10765,322.183
28760,0.0
2286,7216.676
17738,62.62
19236,-1.178
28640,9351.181
25879,9.424
7874,6833.609
17278,778.689
8671,943.857
13760,1410.097
6818,3929.901
2197,356.5
5209,1530.315
25653,3.193
2527,0.0
25901,502.014
3226,248.31
16408,635.128
8868,1031.37
16056,95.759
29827,65.689
19361,3236.183
27582,1664.235
13657,2309.81
7638,1411.647
29240,1113.055
24135,947.577
5815,669.383
2392,263.593
24330,7765.19
21509,734.483
20260,3038.806
16936,1218.238
27007,1452.35
495,15.748
27083,867.504
20211,795.088
22390,216.783
18958,307.458
16743,2151.028
4626,0.0
6416,880.152
23717,1923.519
22578,31.0
7033,3490.383
24284,903.991
18457,2009.482
13936,2369.702
24928,1408.702
14792,0.0
8568,0.0
8381,807.674
21840,653.511
27684,528.519
20055,556.667
22313,1398.627
12640,6591.127
6446,1447.297
25387,3397.228
10181,529.046
9843,365.831
5124,87.606
19031,-0.3409999999999999
5017,509.454
5499,0.0
15677,152.551
3959,516.429
27013,276.458
13308,2031.12
7844,1411.647
28250,1121.115
12342,3488.523
25139,299.553
4809,1570.615
4560,137.578
26008,227.044
995,-6.2
12824,127.937
28668,121.675
15265,3597.488
17336,2378.475
7838,749.859
21773,5286.616
29475,3182.15
15623,174.375
17835,1498.199
25794,17432.106
15817,901.573
14239,195.579
18399,1524.363
9671,-15.717
8822,94.891
1296,1152.27
21264,4402.992
13785,2240.494
16887,5821.18
15679,197.656
19964,2515.557
13015,26.629
187,6182.516
21164,519.25
15645,1208.535
22761,2113.208
10124,4850.074
7175,0.0
8389,2286.343
8657,2825.371
4064,6.696
7637,1139.963
7762,12.09
15602,23.467
1305,13.485
11499,64.108
13115,831.575
6423,3100.496
18311,491.257
22436,213.714
15379,4801.218
21094,9189.547
10405,0.0
14447,2522.997
24882,3353.549
5664,6255.8
14875,15.841
3518,11903.163
16295,527.341
2756,837.0
1426,14.57
1398,459.265
15841,1756.77
27457,314.836
5473,919.956
9137,955.854
10965,1552.759
12743,435.054
6810,1892.55
13568,1436.881
26850,6524.415
9618,0.0
14601,583.978
921,844.595
19334,247.349
17721,2121.795
18362,824.476
18210,102.145
17197,276.706
22520,501.27
19554,339.45
27059,2777.352
22045,12.059
15793,854.112
29477,610.638
22065,2452.348
2720,2336.594
5574,112.437
26652,2039.645
16169,23.312
21450,11625.713
20924,0.0
24704,0.0
10332,555.489
27697,728.407
8717,631.687
24892,213.218
24115,491.505
28321,804.667
10467,304.265
20870,12.028
18866,0.0
12733,30.132
12279,2501.979
11259,525.915
21573,1819.452
5466,-0.062
4210,1121.549
18908,1925.782
24653,1066.555
3207,2243.284
19517,12887.785
17298,0.0
13367,234.639
15775,3265.478
11860,13546.008
27512,6966.816
25235,1018.257
12794,158.069
4580,27.28
18979,5.921
17366,385.33
4974,0.0
16039,12987.698
16166,0.0
9031,1132.864
7725,148.614
28351,3572.037
6614,272.428
17013,843.231
16235,929.659
25048,7284.504
29852,3905.225
15537,218.178
26431,84.568
14611,55.49
29904,981.057
3800,3085.058
20088,0.0
18645,965.061
16066,0.0
18889,31.589
19961,0.0
10640,3891.399
5731,847.199
9280,1432.045
27033,593.278
20766,3243.778
23960,16.926
20785,2610.076
12538,143.809
20058,1273.325
4859,1356.467
8396,48.515
20691,5.735
6054,25.265
11867,956.071
19403,5483.249
28292,51.646
21889,34.906
8041,837.0
25739,1027.402
23177,2762.999
2000,618.915
12969,0.0
29858,51.46
22785,162.409
23347,518.165
10395,155.465
21004,100.843
28095,0.0
27067,19.53
28136,0.0
16792,0.0
23502,4380.052
25769,2888.394
13288,2073.528
16933,6343.933
20203,424.297
23001,34.999
1922,263.128
21798,3581.12
18193,-14.601
14835,130.47899999999998
10314,503.347
25992,3596.992
7073,786.625
6146,0.0
14478,1812.012
12157,4083.568
22517,1469.586
339,27.342
19069,439.58
17213,3773.32
23666,4103.997
28341,100.254
8616,1553.534
4518,1037.229
8189,1489.984
12139,18.507
2487,3420.137
11791,879.997
25427,-32.147
13073,564.355
26352,3463.32
8989,13.485
5938,1609.117
6029,277.078
25857,679.179
429,6590.631
23362,0.0
29369,67.053
21013,1602.359
12564,36.208
23881,1588.192
27099,114.266
28777,84.692
11164,2094.763
21890,612.8389999999999
9657,114.266
25651,125.302
18530,30.163
8515,5648.758
5646,600.594
26570,38.626
11936,1772.301
6791,12.09
11498,12.09
20285,27.59
14779,6.2
1517,5529.377
8592,1533.539
2074,30.38
19971,1060.758
29242,983.94
27887,1145.729
25353,2423.518
7818,81.685
7490,176.297
27488,56.854
1362,7586.878
25527,2389.046
25693,-6.2
17757,1590.92
28162,0.0
23018,470.456
25537,3707.197
2882,18.383
16788,41.664
16715,772.768
26536,998.665
5750,225.432
1992,453.189
22071,9939.685
1973,0.0
28032,680.512
1451,12.803
12611,161.789
28347,2737.579
29767,4831.257
792,165.385
20531,939.641
302,1548.171
19909,1248.835
20904,271.126
18788,1091.82
2059,22.041
6120,12.09
14124,6941.024
1974,-62.0
3888,3032.451
162,38.254
17857,45.694
1799,4099.998
12677,947.112
386,0.0
8498,311.953
12389,81.158
26196,2997.917
16175,776.147
9937,5887.985
19204,1279.029
11854,63.798
25431,1473.957
1858,1538.189
26154,0.0
3991,549.01
14583,338.396
7284,640.15
26507,942.989
8390,949.809
29842,199.423
21417,2935.669
7551,395.405
13052,1586.797
8881,213.063
8721,442.866
10593,0.0
5024,1494.603
3715,0.0
13257,694.121
25529,12644.063
25059,28.861
1643,70.99
16102,4495.713
1881,1223.415
27876,2938.986
21104,2078.891
16164,1536.701
27163,3749.202
16092,1818.243
21092,8512.569
12759,1333.744
26689,1566.616
15365,1290.313
11634,522.939
6871,947.298
24900,736.002
14046,337.094
7747,4626.099
23146,2866.074
9750,2523.741
25277,762.817
21778,4145.134
3613,114.886
17069,1405.602
23590,1425.659
10056,901.17
17367,13865.153
27085,805.721
17468,1061.843
26847,15122.296
10892,583.668
1673,0.0
28953,0.0
2390,-6.758
517,431.427
137,222.146
5453,2192.816
13092,2487.223
27999,1069.035
16817,1031.587
18666,191.208
16146,5420.939
224,1631.406
8191,8.184
22877,1272.612
29727,0.0
17195,1196.972
12299,789.973
17455,89.187
12992,25.916
3963,969.556
2807,1644.519
24476,89.31099999999999
28091,4299.731
26747,4460.9
19492,0.0
9672,2510.938
1273,330.398
23588,0.0
23597,476.749
29526,287.339
14539,248.31
16700,511.5
18001,4155.209
1174,2534.684
11911,2926.183
103,1385.638
4739,1457.775
26696,1458.612
11968,1556.944
8728,0.0
25899,-7.439999999999999
21257,2749.762
2885,278.876
5941,2069.622
24751,561.41
25190,44.454
10955,134.168
24371,43.71
22700,1842.919
4029,3054.802
29376,591.542
97,2666.279
4129,1316.322
27555,276.179
26125,2547.487
13972,23.25
10288,5129.787
21554,453.995
18570,3587.63
3712,399.683
8687,0.0
14451,0.0
3946,0.0
5452,1073.22
26540,4929.527
23811,295.554
1561,0.0
5394,78.182
1720,4041.16
9960,5156.788
12383,2465.399
28742,9.3
5689,118.637
22306,1939.05
16513,0.0
24116,25.575
22738,416.578
1893,2013.202
24517,3221.458
7460,5893.72
740,3405.753
14013,1382.6
20808,2429.036
11727,2016.674
27526,5301.124
11562,427.366
22925,0.0
16114,255.099
13789,1239.845
611,101.68
21445,3492.956
7994,3961.49
13221,195.734
8092,5599.716
14872,1101.988
8984,2041.753
16197,507.501
2593,152.148
4076,1542.157
2744,607.91
6662,1413.848
21351,1515.745
25309,269.824
23639,3454.671
26753,12.276
13805,451.329
22030,7060.622
5805,2022.347
234,1804.293
2014,7.471
15409,15.159
24929,0.0
7647,2631.373
16456,1587.572
9146,39.091
24585,220.751
8122,28.179
10645,1341.029
17232,335.637
20316,952.506
19281,112.84
3295,556.078
12441,409.696
9616,51.181
6053,4455.847
24665,3330.33
16192,268.801
11089,0.0
16879,0.0
15697,1049.102
6620,84.661
3388,4669.096
20970,7007.457
13321,10.106
18285,93.868
28814,192.944
23541,209.126
11320,1334.395
4750,271.746
25424,562.371
23050,186.372
16329,38.688
3813,7.719
15859,599.354
15025,1032.517
28433,546.375
11546,5442.67
1556,1170.994
25526,547.677
20473,0.0
17686,493.768
16925,507.067
7203,15.5
14330,0.0
11507,4205.274
23990,752.649
17639,6979.929
27979,0.0
1971,635.438
1717,134.35399999999998
28235,9.796
24608,38.533
29346,176.793
28523,160.766
16244,91.016
772,341.806
15311,0.0
12915,1902.377
9246,250.139
19526,183.21
22653,187.023
11766,1516.055
32,2884.116
591,2580.905
4957,1086.24
9454,2051.394
16815,31.0
1828,597.091
21580,300.576
22669,510.322
8567,262.973
24283,2635.899
20312,17.887
17072,209.529
287,5599.871
18520,36.859
5187,834.861
18278,24.18
21729,3933.435
21333,4209.025
13507,-0.248
7692,5172.288
18719,1743.75
19320,843.324
3563,72.85
808,962.891
19872,440.293
25633,70.494
6553,20.305
242,826.305
22492,6448.279
7892,239.072
7337,114.08
29365,1791.149
19464,5184.192
12224,10.106
19177,638.786
28007,2766.502
12508,848.408
26017,8850.004
21947,7255.643
10030,504.525
22983,-4804.163
11534,1421.071
10736,12.09
26102,283.185
6725,2438.398
18643,2676.385
26856,907.556
22275,4058.737
22735,175.15
4924,0.0
9779,962.24
22472,1536.825
4162,69.688
7350,2205.557
23949,1494.665
3954,559.395
22016,233.709
26553,12898.79
22650,31.527
2428,36.146
26482,1269.078
23152,40.579
19717,416.981
14578,2734.882
14069,3922.926
11763,164.61
29945,1363.938
3386,60.791
17923,1533.663
18614,49.848
11573,715.914
1423,0.0
4600,124.899
14044,12.09
10426,1306.65
88,2520.703
20169,1834.146
5649,7.006
28802,210.955
29373,1828.442
22531,116.405
7729,573.469
9604,130.603
10388,2927.392
28057,76.756
29031,8897.651
15065,1421.443
25195,1647.929
16552,2474.389
17375,2237.611
16138,820.415
8907,335.637
29306,0.0
13615,130.355
26984,896.21
29211,1357.583
3160,104.687
29597,157.852
16699,579.886
24031,6304.067
23999,36.828
16480,2104.063
6958,12.09
25234,689.471
20887,4663.981
10435,1136.584
372,1063.362
8082,2645.137
25621,23.374
12337,578.553
13679,23.064
15060,0.0
24042,172.794
28986,101.525
465,6462.229
23962,126.201
14730,3029.723
3263,553.97
12492,5842.353
18365,37.727
20902,489.056
21933,3391.152
7495,531.4639999999999
5330,572.725
8168,6130.126
10232,1563.33
6116,639.592
8902,0.0
8609,22.196
22989,0.0
18404,303.397
5305,404.178
9051,95.232
29164,1560.633
14646,188.821
23785,2225.056
26887,2453.185
14320,4.65
20451,899.651
29430,248.682
22286,20.677
22316,637.918
19195,0.0
23852,282.875
19226,224.254
11614,2866.911
3602,-14.043
4633,-303.862
12590,21.576
2318,73.315
19393,310.0
7738,572.384
1760,218.984
26618,2688.444
14311,446.803
12231,371.969
13142,9959.711
28672,1806.091
22058,273.978
17901,227.881
27312,3866.196
7429,428.389
23874,2751.746
25133,919.274
0,121.303
11827,1078.025
14773,378.076
14508,2714.98
29814,2491.098
23073,12.09
29515,3714.11
20154,641.483
7720,4629.633
2071,823.546
29440,16.43
29144,77.5
29797,3051.64
23465,234.453
23797,18.228
10119,325.438
4697,1374.292
9971,94.86
8827,3651.583
23669,693.563
11856,2168.853
16277,3169.75
25567,178.188
24139,6685.646
19038,17.205
17269,0.0
15229,1242.046
20672,809.999
11530,0.0
12842,466.395
23398,0.0
15121,699.081
18299,757.206
23469,1832.007
17291,4358.569
3447,4497.294
5490,0.0
1848,207.948
19432,25.389
22156,2769.416
23983,1010.29
25417,1425.287
19277,10.106
18402,1655.369
107,22.103
24722,1452.319
19949,86.428
20116,1382.29
10401,5599.995
11825,1698.707
22656,5.301
19408,2777.693
6964,195.362
3641,2433.717
7084,3234.664
14555,13941.723
22478,38.502
22628,9.796
8053,2452.906
16187,1865.27
17400,467.759
19001,1233.924
26978,683.798
2862,470.425
7172,10295.813
19295,4569.276
21803,24.056
12779,467.015
3322,1578.086
8740,1322.243
13022,16.368
13435,309.969
774,228.253
16766,6861.571
5741,256.246
3914,3143.493
20433,3997.357
12934,869.7669999999999
1908,633.144
23257,0.0
11131,89.28
28042,0.0
19953,16.585
9498,-56.048
22754,2913.442
20825,0.0
27572,0.0
14453,1444.91
11067,77.5
16506,791.461
5105,5340.401
4768,0.0
9227,4514.437
13141,1150.472
12388,1007.035
24980,1566.616
25777,12.09
6421,2300.913
21033,649.45
2695,302.405
28318,3447.324
7523,0.0
11515,19.096
6434,338.241
21799,1956.689
25736,547.088
7276,1975.165
14266,6702.014
12514,1208.225
10713,4976.647
26364,5419.73
17831,671.677
10088,4226.23
12517,131.936
1299,320.013
27463,4128.177
18762,1828.101
26973,11.16
4930,1582.457
7224,1516.21
20317,4153.876
26578,922.932
10476,12.09
16223,1564.26
17604,9595.461
17642,30.659
7799,172.856
6128,678.032
7086,3550.678
10154,179.8
16246,3268.64
26967,1632.894
23450,288.641
9598,247.07
1042,1715.819
3884,941.036
27693,13.64
5386,223.138
26654,1458.054
24633,1736.744
1231,567.734
20689,-0.806
3932,522.319
14336,792.174
5402,743.907
849,22.506
3147,7161.744
28544,0.0
23720,569.749
22667,51.429
9711,98.487
16821,246.543
3299,921.227
21724,511.655
19476,797.785
25515,-4.712
15428,-3.286
9555,2591.197
21434,507.098
14480,2652.949
15461,12.09
25290,3209.771
447,1429.782
3788,1564.601
10265,0.0
24944,1954.333
18274,14579.61
26998,140.12
17652,1535.306
22179,2826.952
11607,0.0
26138,3497.327
5264,290.16
116,10.106
4628,1832.751
23219,7402.644999999999
5900,929.814
19126,859.32
16862,3718.915
5268,208.475
19941,854.391
17794,9.021
6623,1874.88
25362,1018.97
25641,1773.138
21152,5167.948
2837,1355.599
28965,169.043
4717,1870.013
1141,613.831
27785,46.686
20083,796.359
29168,1230.266
16450,4287.703
25544,2440.289
10246,153.512
1632,1033.013
19903,1387.219
24255,163.897
16791,2047.612
8446,620.341
29870,1703.512
5384,-1.302
26300,135.346
23932,22.32
20295,311.302
17741,1497.393
3694,1351.476
5555,3156.637
22870,24.862
7981,1511.808
17028,806.713
25241,412.021
28416,202.399
8228,474.982
13222,1305.255
6817,9.796
11837,55.8
1017,4085.645
18855,731.445
29152,20.026
14795,1846.918
3269,2885.17
16050,892.025
16778,443.61
9558,1615.007
208,2530.375
5859,1468.904
24576,1090.239
11212,15.376
25009,2905.847
1910,24.18
16602,277.481
9381,1236.373
23623,67.17699999999999
21946,10159.444
4279,52.638
1002,154.659
1023,307.458
23589,1360.466
18,0.0
15860,3337.119
25618,132.649
8828,-1.054
13534,2641.944
19834,4687.634
24418,1414.189
23906,409.293
28255,162.75
5406,1617.456
9887,730.081
8602,988.745
1513,0.0
25483,1558.308
17962,2424.696
5445,663.679
2647,2795.766
6959,7475.743
17330,639.375
8930,1194.926
15347,12771.07
16201,919.832
21902,1122.665
28751,0.0
20351,283.836
20098,276.179
12808,615.164
14389,1387.715
1712,4959.969
4308,10.044
1389,346.952
2536,0.0
8434,0.0
16286,821.624
8709,1072.786
24240,14400.771
27949,113.057
25553,7357.695
26845,2228.9
5596,95.945
14473,937.657
17801,0.0
6233,135.687
14106,1553.255
